movie;year;gross;director_likes;actor_likes;cast_likes;social_media;facenumber;imdb;budget
Gigli;2003;5660084;102;222;286;1;0;2.4;54000000
Underclassman;2005;5654777;32;1760;2165;3;3;4.1;25000000
Mary Reilly;1996;5600000;350;8192;8349;7;1;5.8;47000000
For Your Consideration;2006;5542025;378;2665;3535;5;0;6.3;12000000
Kundun;1997;5532301;17000;4;4;7;0;7;28000000
Aqua Teen Hunger Force Colon Movie Film for Theaters;2007;5518918;8;2781;3071;5;0;6.9;750000
Say It Isn't So;2001;5516708;6;1938;2413;4;2;4.9;25000000
Rescue Dawn;2006;5484375;0;23636;24270;9;0;7.3;10000000
A Scanner Darkly;2006;5480996;0;39407;39507;10;0;7.1;8700000
Slums of Beverly Hills;1998;5480318;84;2350;2691;4;0;6.6;5000000
Little Children;2006;5459824;143;14897;15337;8;0;7.6;26000000
Split Second;1992;5430822;6;436;493;1;0;6.2;7000000
Monkeybone;2001;5409517;253;4526;5580;6;0;4.7;75000000
Before Sunrise;1995;5400000;0;31;36;1;1;8.1;2500000
The Guard;2011;5359774;51;3510;3569;5;0;7.3;6000000
October Baby;2011;5355847;10;1053;1147;2;1;6.8;
Shine a Light;2008;5355376;17000;1153;1218;7;0;7.2;
Margin Call;2011;5354039;78;20969;22834;9;8;7.1;3500000
Danny Collins;2015;5348317;102;17970;18712;8;0;7.1;10000000
Megaforce;1982;5333658;379;985;1356;2;2;3.5;20000000
Made;2001;5308707;4000;4919;5245;7;2;6.4;5000000
Won't Back Down;2012;5308553;33;2424;3260;5;2;6.4;
Whatever Works;2009;5306447;11000;1904;2717;7;1;7.2;15000000
Once Upon a Time in America;1984;5300000;0;23325;24719;9;8;8.4;30000000
The Skeleton Twins;2014;5283379;7;3619;3986;6;2;6.8;
Hollywood Shuffle;1987;5228617;467;1076;1431;2;1;7;100000
The In Crowd;2000;5217498;52;1149;2312;3;4;4.6;15000000
Bandslam;2009;5205343;650;1095;1573;3;3;6.4;20000000
Formula 51;2001;5204007;31;972;1044;2;2;6.3;28000000
Alone in the Dark;2005;5132655;892;685;838;2;0;2.3;20000000
Exotica;1994;5132222;460;2862;2990;5;1;7.2;2000000
The World's Fastest Indian;2005;5128124;79;12556;12574;7;1;7.9;25000000
Gossip;2000;5108820;49;12406;12776;7;5;5.9;24000000
The Hotel New Hampshire;1984;5100000;62;1654;2024;3;0;6;7500000
Celebrity;1998;5032496;11000;891;943;6;0;6.3;12000000
Three Burials;2005;5023275;0;1185;1627;2;2;7.5;15000000
Woman on Top;2000;5018450;26;2322;2687;4;0;5.3;8000000
Moon;2009;5009677;0;18944;19404;8;0;7.9;5000000
Birth;2004;5005883;143;1940;2295;4;1;6.1;20000000
Bubble Boy;2001;5002310;2;16506;18864;8;0;5.6;13000000
Darling Lili;1970;5000000;688;730;788;2;2;6.2;25000000
The Beast from 20000 Fathoms;1953;5000000;7;118;205;1;0;6.7;210000
Club Dread;2004;4992159;422;1782;3306;5;2;5.6;8550000
Jakob the Liar;1999;4956401;0;50693;51657;10;2;6.5;15000000
20 Feet from Stardom;2013;4946250;9;162;198;1;0;7.4;1000000
The Apparition;2012;4930798;57;679;730;1;1;4.1;17000000
From Justin to Kelly;2003;4922166;7;1057;1445;2;2;2.1;12000000
Birthday Girl;2001;4919896;16;1151;1775;2;1;6.1;13000000
Girl 6;1996;4903000;0;2152;4497;5;3;5;12000000
Invaders from Mars;1986;4884663;365;1044;1661;2;0;5.5;12000000
Hamlet 2;2008;4881867;26;2611;3767;5;1;6.4;9000000
The Virgin Suicides;1999;4859475;0;5725;7103;6;0;7.2;6000000
Hollywood Ending;2002;4839383;11000;12292;12766;8;0;6.6;16000000
Extreme Ops;2002;4835968;18;3988;4123;6;0;4.5;40000000
The Libertine;2004;4829497;2;41567;42484;10;1;6.4;
Slackers;2002;4814244;4;1832;2415;3;4;5.3;11000000
Mao's Last Dancer;2009;4806750;78;1485;1598;3;0;7.4;
Just Visiting;2001;4777007;8;1012;1149;2;3;5.8;40000000
Welcome to the Dollhouse;1995;4771000;377;1267;1502;3;1;7.5;800000
A Walk on the Moon;1999;4741987;956;10346;10368;7;1;6.6;14000000
Duets;2000;4734235;28;1173;1227;2;0;6;15000000
The Other Side of Heaven;2001;4720371;7;11078;11116;7;2;6.5;7000000
In the Cut;2003;4717455;319;1113;1171;2;0;5.3;12000000
90 Minutes in Heaven;2015;4700361;35;5322;6617;6;0;4.6;5000000
College;2008;4693919;0;2664;4484;5;0;4.6;6500000
Held Up;1999;4692814;15;2369;3291;5;2;5.1;8000000
Igby Goes Down;2002;4681503;23;2181;2478;4;1;7;9000000
Radio Flyer;1992;4651977;503;3561;4334;6;3;6.9;35000000
Let's Go to Prison;2006;4613815;0;1520;1566;2;0;6;
River's Edge;1986;4600000;28;19223;19649;8;2;7.1;1900000
Thirteen;2003;4599680;308;1856;2186;4;2;6.8;1500000
Little Voice;1998;4595000;39;1783;2103;3;4;7;
Love in the Time of Cholera;2007;4584886;179;519;538;1;0;6.4;45000000
Touching the Void;2003;4581222;162;29;29;1;0;8.1;
Snowpiercer;2013;4563029;584;11955;12286;7;5;7;39200000
Mumford;1999;4554569;759;12933;17873;8;4;6.9;28000000
Miss March;2009;4542775;138;944;1831;2;2;5.1;6000000
In the Name of the King: A Dungeon Siege Tale;2007;4535117;892;26470;26564;9;3;3.8;60000000
Swingers;1996;4505922;218;4166;4230;6;0;7.4;200000
Blood In Blood Out;1993;4496583;138;2194;3227;5;2;8;35000000
Flawless;1999;4485485;541;44638;46022;10;1;6.4;15000000
Mindhunters;2004;4476235;212;2717;4186;5;0;6.4;27000000
Anonymous;2011;4463292;776;1840;2452;4;3;6.9;30000000
Bright Star;2009;4440055;319;2731;3279;5;0;7;8500000
The Railway Man;2013;4435083;6;39212;39463;10;2;7.1;18000000
Beyond Borders;2003;4426297;258;12325;12947;7;2;6.5;35000000
Food Inc.;2008;4417124;11;42;42;1;0;7.9;
Hamlet;1996;4414535;0;1589;1645;3;0;7.8;18000000
Hamlet;1996;4414535;0;1589;1645;3;0;7.8;18000000
The Adventures of Pluto Nash;2002;4411102;31;4378;6161;6;1;3.8;100000000
Simply Irresistible;1999;4394936;3;5165;5668;6;1;5.3;6000000
Solitary Man;2009;4360548;34;2153;2661;4;7;6.4;15000000
Bogus;1996;4357000;278;3538;3864;6;3;5.3;30000000
On the Line;2001;4356743;49;1525;2446;3;2;4.1;16000000
PCU;1994;4350774;157;4467;4908;6;3;6.5;8000000
Keeping Up with the Steins;2006;4328294;7;3548;5900;6;0;5.4;
Inside Job;2010;4311834;117;13143;13145;7;0;8.3;
Meet the Deedles;1998;4308981;9;23538;24436;9;2;3.9;24000000
The Sweet Hereafter;1997;4306697;460;2285;2820;5;0;7.7;5000000
Four Rooms;1995;4301331;99;5935;7921;6;6;6.7;4000000
Catch a Fire;2006;4291965;176;671;678;1;3;6.7;14000000
Goal! The Dream Begins;2005;4280577;41;1879;2859;4;0;6.8;10000000
Glitter;2001;4273372;170;1156;1854;3;1;2.1;22000000
Young Sherlock Holmes;1985;4250320;272;423;605;1;1;6.8;18000000
Jeff Who Lives at Home;2011;4244155;157;3197;3374;5;5;6.5;10000000
Men with Brooms;2002;4239767;329;1220;1834;3;3;6;7500000
Kiss Kiss Bang Bang;2005;4235837;1000;22611;23932;9;2;7.6;15000000
Flash of Genius;2008;4234040;18;47;64;1;0;7;20000000
Detroit Rock City;1999;4193025;89;2174;2518;4;0;6.8;15000000
The Water Diviner;2014;4190530;0;1225;1795;2;0;7.1;22500000
Lovely & Amazing;2001;4186931;132;911;1330;2;3;6.9;250000
East Is East;1999;4170647;70;1229;1616;2;0;6.9;1900000
Dancer in the Dark;2000;4157491;3000;1880;2894;6;0;8;12800000
Whipped;2000;4142507;0;847;858;1;1;4.4;3000000
Witless Protection;2008;4131640;18;2325;4091;5;2;3.1;7500000
Kama Sutra: A Tale of Love;1996;4109095;300;1186;1292;2;0;6;3000000
Sea Rex 3D: Journey to a Prehistoric World;2010;4074023;0;55;55;1;0;6.9;5000000
The Visual Bible: The Gospel of John;2003;4068087;10;1122;1281;2;1;7.7;17000000
Tank Girl;1995;4064333;54;7842;9662;7;0;5.2;25000000
Frances Ha;2012;4063238;387;1713;2260;4;0;7.4;
Secretary;2002;4046737;30;1478;2251;3;1;7.1;4000000
Bottle Shock;2008;4040588;19;25618;25676;9;0;6.8;5000000
Please Give;2010;4033268;132;2411;3692;5;0;6.6;
Safety Not Guaranteed;2012;4007792;365;2286;2714;4;0;7;750000
King's Ransom;2005;4006906;2;2646;4990;6;7;4.1;15000000
Idle Hands;1999;4002955;6;2196;3654;5;0;6.2;20000000
I'm Not There.;2007;4001121;162;36228;36398;10;0;7;20000000
Shame;2011;4000304;0;14624;15230;8;0;7.3;6500000
American Ninja 2: The Confrontation;1987;4000000;44;804;872;1;0;4.7;350000
Mr. Turner;2014;3958500;608;236;390;1;0;6.8;8200000
Charlie Bartlett;2007;3950294;20;22011;22577;9;5;7;12000000
The Assassination of Jesse James by the Coward Robert Ford;2007;3904982;181;21820;22516;9;0;7.5;30000000
Warlock: The Armageddon;1993;3902679;16;1142;1806;2;0;5.3;3000000
Me and You and Everyone We Know;2005;3885134;244;1145;1349;2;0;7.4;2000000
Better Luck Tomorrow;2002;3799339;681;133;139;1;1;7.2;250000
Bound;1996;3798532;0;3567;3668;5;0;7.4;4500000
To Save a Life;2009;3773863;3;2019;2563;4;1;7.1;1000000
Vera Drake;2004;3753806;608;2152;3133;5;1;7.7;11000000
The Merchant of Venice;2004;3752725;53;15419;16252;8;3;7.1;18000000
The Cold Light of Day;2012;3749061;19;28619;30134;9;3;4.9;20000000
The Real Cancun;2003;3713002;2;972;972;2;1;2.7;8000000
Midnight Special;2016;3707794;337;5021;5671;6;0;6.7;18000000
Sunshine;2007;3675072;0;11539;11623;7;0;7.3;26000000
Lock Stock and Two Smoking Barrels;1998;3650677;0;27452;28294;9;1;8.2;960000
Requiem for a Dream;2000;3609278;0;2167;2235;4;0;8.4;4500000
We Are Your Friends;2015;3590010;31;1757;3013;4;0;6.1;2000000
Wish I Was Here;2014;3588432;0;18379;18947;8;4;6.7;6000000
The Runaways;2010;3571735;50;18649;21711;9;2;6.6;10000000
Cats Don't Dance;1997;3562749;10;5826;7394;6;0;6.9;32000000
8 Heads in a Duffel Bag;1997;3559990;45;1186;1363;2;0;5.3;3000000
Blood and Chocolate;2007;3525161;18;1457;1675;3;0;5.5;
The Brothers Bloom;2008;3519627;0;2298;3014;4;4;6.9;20000000
The Good Thief;2002;3517797;277;2723;2759;5;0;6.6;25000000
The Wraith;1986;3500000;28;2110;2319;4;2;5.9;2700000
Talk Radio;1988;3468572;0;1204;1966;3;0;7.3;4000000
The To Do List;2013;3447339;38;2218;2667;4;7;5.8;1500000
Anomalisa;2015;3442820;26;1442;1442;2;0;7.3;8000000
The Ultimate Gift;2006;3420871;6;2509;3824;5;2;7.4;
Metallica Through the Never;2013;3419967;190;768;1083;2;0;7.2;
Like Crazy;2011;3388210;52;34711;34983;10;1;6.7;250000
Next Stop Wonderland;1998;3386698;122;22930;23461;9;1;6.7;1000000
The Work and the Glory;2004;3347439;0;888;1233;2;1;6.9;7500000
Harsh Times;2005;3335839;453;49000;50313;10;2;7;2000000
Atlas Shrugged II: The Strike;2012;3333823;60;2281;5262;6;0;5.5;10000000
Robot & Frank;2012;3325638;14;1408;1980;3;3;7.1;2500000
Ghost Dog: The Way of the Samurai;1999;3300230;0;514;675;1;1;7.5;
Pootie Tang;2001;3293258;0;1657;2238;3;0;5.2;3000000
Thirteen Conversations About One Thing;2001;3287435;11;12007;12250;7;2;7.1;4500000
Rize;2005;3278611;30;299;321;1;0;7.1;
Romeo Is Bleeding;1993;3275585;34;11262;13160;7;1;6.6;11500000
Only the Strong;1993;3273588;23;270;382;1;1;6.7;6000000
The Fifth Estate;2013;3254172;386;36203;36337;10;1;6.2;28000000
You Will Meet a Tall Dark Stranger;2010;3247816;11000;18557;19310;9;0;6.3;22000000
Green Room;2015;3219029;57;1402;1836;3;0;7.1;5000000
Pi;1998;3216970;0;1706;2065;3;0;7.5;60000
Another Year;2010;3205244;608;1965;2265;4;0;7.3;10000000
Anything Else;2003;3203044;11000;12866;14843;8;2;6.4;18000000
The Limey;1999;3193102;0;830;1335;2;0;7.1;9000000
Resurrecting the Champ;2007;3169424;37;1869;2417;4;1;6.8;13000000
Clerks;1994;3151130;0;1771;2103;3;4;7.8;230000
Two Lovers;2008;3148482;115;1495;1540;3;0;7.1;12000000
Maurice;1987;3130592;133;931;1269;2;1;7.8;2600000
Boynton Beach Club;2005;3123749;39;675;1231;2;8;6.5;1500000
Obvious Child;2014;3122616;9;1382;1587;2;1;6.8;
Wordplay;2006;3117666;3;382;382;1;0;7.4;
Our Kind of Traitor;2016;3108216;24;354;540;1;2;6.4;
Compadres;2016;3105269;0;1066;1335;2;2;5;3000000
Supercross;2005;3101301;9;19826;21519;9;1;4;
Soul Survivors;2001;3100650;12;363;417;1;4;3.9;14000000
Celeste & Jesse Forever;2012;3094687;43;1593;1751;3;2;6.7;
Rosewater;2014;3093491;593;977;1283;2;0;6.6;5000000
Synecdoche New York;2008;3081925;0;23631;24732;9;0;7.5;21000000
Chloe;2009;3074838;460;14226;14372;8;2;6.3;11000000
Blindness;2008;3073392;353;93;142;1;0;6.6;25000000
Jawbreaker;1999;3071947;18;5844;9555;7;3;5.4;3500000
Sunshine State;2002;3064356;407;1848;2584;4;6;6.9;5600000
Malone;1987;3060858;4;1389;1891;3;4;5.6;10000000
Songcatcher;2000;3050934;9;1427;2187;3;1;7.3;1800000
Heavenly Creatures;1994;3049135;0;14521;14574;8;2;7.4;5000000
The House of Mirth;2000;3041803;25;2031;2735;4;0;7.1;10000000
The Guru;2002;3034181;18;1304;1559;2;3;5.4;11000000
Melancholia;2011;3029870;3000;14844;15835;8;1;7.1;7400000
Hedwig and the Angry Inch;2001;3029081;263;703;993;2;0;7.8;6000000
Albert Nobbs;2011;3014541;127;3788;4370;6;3;6.7;8000000
Happiness;1998;3000000;377;33812;36859;10;9;7.8;3000000
Top Hat;1935;3000000;10;805;824;1;2;7.8;609000
Martha Marcy May Marlene;2011;2981638;46;908;1263;2;0;6.9;
Miss Potter;2006;2975649;108;1153;1518;2;1;7;30000000
Before I Go to Sleep;2014;2963012;17;14488;14617;8;1;6.3;22000000
Basquiat;1996;2961991;232;11074;11459;7;4;6.9;3300000
Man on Wire;2008;2957978;120;68;68;1;0;7.8;1000000
The Pirate;1948;2956000;136;215;282;1;0;7.1;3700000
Gracie;2007;2955039;49;1579;2007;3;1;6.2;9000000
Isn't She Great;2000;2954405;31;2280;2928;4;0;5.3;36000000
Metropolitan;1990;2938208;89;165;173;1;1;7.5;225000
Choke;2008;2926565;0;2124;3608;5;0;6.5;3000000
Cradle Will Rock;1999;2899970;0;14774;16878;8;2;6.9;32000000
Waiting for Guffman;1996;2892582;378;2265;3559;5;0;7.6;4000000
Tadpole;2000;2882062;56;906;1144;2;2;6.3;150000
The Hudsucker Proxy;1994;2869369;0;2355;2612;4;2;7.3;30000000
Home Run;2013;2859955;29;2187;2681;4;2;6;1200000
In the Company of Men;1997;2856622;119;251;254;1;0;7.3;25000
Airborne;1993;2850263;38;1100;1218;2;0;6.2;2600000
Things We Lost in the Fire;2007;2849142;369;1713;1889;3;1;7.2;16000000
Letters to God;2010;2848578;13;1059;1567;2;0;6.3;3500000
eXistenZ;1999;2840417;0;2616;2990;5;0;6.8;31000000
Filly Brown;2012;2833383;8;2428;2459;4;1;5.7;427000
The Perez Family;1995;2832826;300;2766;3072;5;2;6.2;11000000
Reservoir Dogs;1992;2812029;16000;28455;28994;10;0;8.4;1200000
The Broadway Melody;1929;2808000;4;109;109;1;8;6.3;379000
Return to the Blue Lagoon;1991;2807854;8;14203;14281;8;1;5.1;11000000
Love Stinks;1999;2800000;24;2004;2662;4;3;5.8;4000000
How to Lose Friends & Alienate People;2008;2775593;53;828;858;1;4;6.5;27000000
Straight Out of Brooklyn;1991;2712293;10;375;380;1;4;5.9;450000
Everything Must Go;2010;2711210;7;9920;10517;7;1;6.4;5000000
Ch�ri;2009;2708188;350;354;365;1;1;6.2;23000000
The History Boys;2006;2706659;13;4276;5977;6;0;6.9;2000000
Half Nelson;2006;2694973;31;33590;33734;10;2;7.2;700000
Bobby Jones: Stroke of Genius;2004;2694071;9;1287;1727;2;3;6.7;
Easy Virtue;2008;2656324;11;15548;16431;8;4;6.7;
The Mighty;1998;2643689;23;2122;2283;4;4;7.3;
Under the Skin;2013;2605039;143;19071;19086;8;0;6.3;
Richard III;1995;2600000;12;23000;23962;9;3;7.5;6000000
N-Secure;2010;2592808;8;1714;3137;4;5;3.5;
Captive;2015;2557668;5;1775;2739;4;1;5.3;2000000
Love and Death on Long Island;1997;2542264;23;833;938;1;1;7.1;
Frozen River;2008;2508841;33;963;994;2;1;7.2;1000000
Grace Unplugged;2013;2507106;11;1837;3894;5;0;6.1;
Full Frontal;2002;2506446;0;9409;11327;7;0;4.7;2000000
The Lost City;2005;2483955;0;1209;1674;2;0;6.7;9600000
Jefferson in Paris;1995;2474000;133;443;446;1;1;5.7;14000000
Kill the Messenger;2014;2445646;52;11651;12897;7;1;7;5000000
The Homesman;2014;2428883;0;2046;2896;4;1;6.6;16000000
The Grace Card;2010;2428241;0;77037;77046;10;7;6.4;200000
You Kill Me;2007;2426851;131;700;776;1;1;6.5;4000000
Never Let Me Go;2010;2412045;132;11726;12867;7;0;7.2;15000000
Buffalo '66;1998;2365931;787;2429;4762;6;2;7.5;1500000
Pieces of April;2003;2360184;54;2349;3010;5;3;7.1;300000
Redbelt;2008;2344847;342;2019;2158;4;0;6.8;7000000
Layer Cake;2004;2338695;905;28060;29277;9;1;7.4;4000000
Bucky Larson: Born to Be a Star;2011;2331318;105;1754;2603;4;1;3.3;10000000
Last Orders;2001;2326407;40;6794;7166;7;5;7;12000000
Trance;2013;2319187;0;4888;5056;6;0;7;20000000
Trance;2013;2319187;0;4888;5056;6;0;7;20000000
Shanghai Surprise;1986;2315683;3;754;805;1;0;3;17000000
Hav Plenty;1997;2301777;21;683;714;1;2;6.5;650000
42nd Street;1933;2300000;24;760;995;1;2;7.7;439000
Adam;2009;2277396;6;1412;1936;3;0;7.2;
Riding Giants;2004;2276368;147;132;179;1;1;7.9;
Showdown in Little Tokyo;1991;2275557;73;2112;2404;4;2;6;8000000
The East;2013;2268296;129;11700;13180;7;4;6.9;6500000
Courage;2015;2246000;14;3169;3384;5;4;7;20000000
DysFunktional Family;2003;2223990;269;539;539;1;1;6.6;3000000
Smilla's Sense of Snow;1997;2221994;55;2918;3125;5;1;6.4;35000000
Rabbit Hole;2010;2221809;263;1448;1582;3;0;7;5000000
The Christmas Candle;2013;2209479;0;2776;2909;5;0;5.8;
Perfume: The Story of a Murderer;2006;2208939;670;220;253;1;0;7.5;50000000
Shattered Glass;2003;2207975;53;7491;8297;7;0;7.2;6000000
Transsiberian;2008;2203641;122;1221;1252;2;0;6.7;15000000
But I'm a Cheerleader;1999;2199853;91;2849;4289;5;1;6.6;1200000
Bamboozled;2000;2185266;0;2826;4266;5;0;6.5;10000000
Anchorman 2: The Legend Continues;2013;2175312;285;26000;28176;9;2;6.3;50000000
Shadow Conspiracy;1997;2154540;170;1741;2457;4;2;4.9;45000000
A Dog of Flanders;1999;2148212;0;1490;1906;3;0;6.3;7000000
Mallrats;1995;2122561;0;2679;3254;5;6;7.2;6000000
The Nutcracker;1993;2119994;22;2;2;1;0;5.7;19000000
Faithful;1996;2104000;150;1514;1679;3;3;5.9;13000000
The Wackness;2008;2077046;129;1955;2748;4;2;7;6000000
Raising Victor Vargas;2002;2073984;6;640;663;1;1;7.2;800000
Auto Focus;2002;2062066;261;2058;2684;4;3;6.6;7000000
Ravenous;1999;2060953;61;2072;2543;4;0;7.1;12000000
Beyond the Mat;1999;2047570;6;141;194;1;3;7.6;500000
I Love You Phillip Morris;2009;2035566;43;440;931;1;0;6.6;13000000
Novocaine;2001;2025238;8;489;489;1;3;5.8;6000000
The Work and the Glory II: American Zion;2005;2024854;0;1639;1942;3;2;6.6;6500000
Can't Stop the Music;1980;2000000;42;1136;1462;2;0;4.5;20000000
Roar;1981;2000000;4;1231;1262;2;0;6.4;17000000
Limbo;1999;1997807;407;784;823;2;0;7.1;8000000
Killer Joe;2011;1987762;607;11665;11853;7;0;6.7;11000000
Oliver Twist;2005;1987287;2000;378;450;2;0;6.9;50000000
The Immigrant;2013;1984743;115;10626;11019;7;3;6.6;16000000
Shortbus;2006;1984378;263;159;226;1;3;6.5;2000000
Zero Effect;1998;1980338;52;1111;1209;2;2;7;5000000
The Incredibly True Adventure of Two Girls in Love;1995;1977544;4;643;656;1;0;6.5;250000
Crazy in Alabama;1999;1954202;0;2064;4834;5;0;6.3;15000000
The Clan of the Cave Bear;1986;1953732;70;1290;1351;2;0;5.3;15000000
Two Girls and a Guy;1997;1950218;56;21117;21124;9;3;5.6;1000000
Happy Texas;1999;1943649;3;1023;2095;3;3;6.3;1700000
The Iceman;2012;1939441;34;22683;23187;9;1;6.9;10000000
The Proposition;2005;1900725;214;1939;2129;4;1;7.4;2000000
A Sound of Thunder;2005;1891821;0;1519;1890;3;0;4.2;52000000
The Mighty Macs;2009;1889522;2;2145;2589;4;2;6.5;7000000
Legend;2015;1865774;241;27305;27659;9;2;7;30000000
The Wind That Shakes the Barley;2006;1829142;644;111;128;1;1;7.5;
Tusk;2014;1821983;0;43387;43810;10;0;5.4;3000000
Harry Brown;2009;1818681;12;2127;2486;4;1;7.2;7300000
Stone;2010;1796024;43;36827;37766;10;1;5.4;22000000
Clay Pigeons;1998;1789892;71;1429;1795;3;1;6.6;8000000
The Dangerous Lives of Altar Boys;2002;1779284;0;1242;1292;2;4;7.1;12000000
Somewhere;2010;1768416;0;551;684;1;0;6.3;7000000
A Better Life;2011;1754319;129;1222;2214;3;0;7.2;10000000
Flipped;2010;1752214;0;2639;4377;5;0;7.7;14000000
The Broken Hearts Club: A Romantic Comedy;2000;1744858;112;2254;3085;5;1;7;1000000
We Need to Talk About Kevin;2011;1738692;159;3371;3547;5;0;7.5;7000000
Take Shelter;2011;1729969;337;1486;1520;3;0;7.4;5000000
The Vatican Tapes;2015;1712111;83;4794;7875;6;0;4.5;8495000
Lady in White;1988;1705139;7;2040;2545;4;0;6.7;4700000
Stoker;2013;1702277;0;4520;5074;6;4;6.8;12000000
Bad Lieutenant: Port of Call New Orleans;2009;1697956;0;12870;13809;7;2;6.7;20000000
Steel;1997;1686429;34;1457;3100;4;1;2.8;16000000
Who Killed the Electric Car?;2006;1677838;2;1447;1447;2;0;7.7;1000000
The White Countess;2005;1666262;133;1864;2096;3;0;6.7;16000000
Factory Girl;2006;1654367;60;5415;6526;6;0;6.4;7000000
Marci X;2003;1646664;121;2047;2467;4;2;2.8;20000000
Spider;2002;1641788;0;1175;1381;2;0;6.8;8000000
Gun Shy;2000;1631839;3;15826;17665;8;0;5.7;10000000
Kites;2010;1602466;116;1309;1836;3;0;6;600000000
Your Sister's Sister;2011;1573712;100;967;973;2;2;6.7;125000
Veronica Guerin;2003;1569918;541;381;409;1;1;6.9;17000000
Ararat;2002;1554566;460;507;699;1;1;6.6;
BloodRayne;2005;1550000;892;1870;2930;5;2;2.9;25000000
Trust the Man;2005;1530535;38;1652;1721;3;3;5.7;9000000
Murderball;2005;1523883;30;15;15;1;1;7.8;1750211
Jane Got a Gun;2016;1512815;149;21056;21414;9;0;5.8;25000000
Oscar and Lucinda;1997;1508689;44;1894;2004;3;2;6.7;16000000
Married Life;2007;1506998;60;124;141;1;4;6.3;12000000
Heaven's Gate;1980;1500000;517;13527;14255;8;0;6.8;44000000
The Diary of a Teenage Girl;2015;1477002;22;11080;11184;7;3;6.9;2000000
The Joneses;2009;1474508;17;3677;4607;6;4;6.5;5000000
Nowhere Boy;2009;1445366;456;1779;2032;4;1;7.2;
No End in Sight;2007;1430185;117;431;446;1;0;8.3;2000000
The Art of Getting By;2011;1429260;19;1954;2353;4;1;6.6;
I Hope They Serve Beer in Hell;2009;1425993;10;1156;1417;2;1;5.3;
Northfork;2003;1420578;35;1525;2389;3;0;6.4;1900000
From a Whisper to a Scream;1987;1400000;155;1021;1329;2;0;5.9;1100000
The Devil's Double;2011;1357042;93;34521;35561;10;1;7.1;15000000
Snow Flower and the Secret Fan;2011;1346503;61;2020;2430;4;0;6.1;6000000
Dear Frankie;2004;1340891;11;18082;18105;8;0;7.8;
The Little Prince;2015;1339152;54;29000;30230;10;1;7.8;81200000
The Neon Demon;2016;1330827;0;19360;19879;8;2;7;7000000
Thumbsucker;2005;1325073;101;1195;1208;2;0;6.6;4000000
Another Earth;2011;1316074;135;1232;1303;2;1;7;100000
Saints and Soldiers;2003;1310270;38;398;587;1;0;6.8;780000
Nicholas Nickleby;2002;1309849;41;28000;29177;9;1;7.2;10000000
The Good German;2006;1304837;0;1705;2355;3;2;6.1;32000000
Funny Games;2007;1294640;0;6581;6748;6;0;6.5;15000000
Dogtown and Z-Boys;2001;1293295;147;47;54;1;0;7.7;
Kansas City;1996;1292527;500;13530;14579;8;2;6.3;19000000
Iris;2001;1292119;14;15548;16768;8;1;7.1;5500000
Jesus' Son;1999;1282084;7;1818;2125;3;1;7;2500000
Tumbleweeds;1999;1281176;149;962;1986;3;1;6.7;312000
Walking and Talking;1996;1277257;132;2057;2400;4;2;6.8;1000000
Cecil B. DeMented;2000;1276984;0;2015;3059;4;2;6.2;10000000
The Singles Ward;2002;1250798;0;108;161;1;0;6.4;500000
Tristram Shandy: A Cock and Bull Story;2005;1247453;187;2314;3690;5;0;6.8;2800000
For a Good Time Call...;2012;1243961;15;2409;3770;5;0;6;850000
Monty Python and the Holy Grail;1975;1229197;0;1688;2158;3;0;8.3;229575
Slacker;1991;1227508;0;5;5;1;0;7.1;23000
The Funeral;1996;1227324;220;2198;3337;5;3;6.6;12500000
Child 44;2015;1206135;79;27448;27666;9;3;6.4;50000000
Excessive Force;1993;1200000;29;985;1139;2;1;5.1;3000000
Equilibrium;2002;1190018;110;24598;25088;9;2;7.5;20000000
Me and Orson Welles;2008;1186957;0;1468;1591;2;3;6.8;25000000
Saving Face;2004;1186323;13;1117;1396;2;0;7.6;
Dylan Dog: Dead of Night;2010;1183354;14;1082;1577;2;1;5.1;20000000
Slow Burn;2005;1181197;7;2922;4329;5;0;5.9;15500000
Find Me Guilty;2006;1172769;0;36968;37606;10;2;7.1;13000000
The Lords of Salem;2012;1163508;0;2446;5158;6;1;5.1;2500000
Infamous;2006;1150403;41;3254;3474;5;4;7.1;13000000
L.I.E.;2001;1141829;52;183;209;1;1;7.2;700000
In the Shadow of the Moon;2007;1134049;90;375;408;1;0;8.1;2000000
Groove;2000;1114943;7;372;407;1;0;6.5;500000
The R.M.;2003;1111615;0;120;155;1;0;6;500000
Mother and Child;2009;1110286;127;7739;8876;7;6;7.2;4825000
Light Sleeper;1992;1100000;261;1147;1201;2;0;6.8;5000000
The Book of Mormon Movie Volume 1: The Journey;2003;1098224;0;287;359;1;1;3.3;2000000
Brick Lane;2007;1094998;34;137;150;1;1;6.7;
Made in Dagenham;2010;1094798;13;6223;7692;6;6;7.2;7200000
The Perfect Game;2009;1089445;50;2467;4270;5;0;7;12500000
What Just Happened;2008;1089365;272;57000;71973;10;1;5.7;25000000
The Machinist;2004;1082044;122;24360;24994;9;0;7.7;5000000
Blood and Wine;1996;1075288;30;2077;2228;4;3;6.1;22000000
When Did You Last See Your Father?;2007;1071240;14;15291;15848;8;2;6.9;8000000
There Be Dragons;2011;1068392;596;2456;3497;5;0;5.9;36000000
The Oogieloves in the Big Balloon Adventure;2012;1064277;12;1742;1978;3;0;6.7;20000000
